"('Mot Fréquent1',)","('Mot Fréquent2',)","('Mot Fréquent3',)","('Mot Fréquent4',)","('Mot Important1',)","('Mot Important2',)","('Mot Important3',)","('Mot Important4',)",0
hospitalier,soin,impact,groupement,mise,place,mois,compter,1
hospitalier,soin,impact,groupement,mise,place,remettre,parlement,1
hospitalier,territoire,rural,service,devoir,vise,public,compléter,1
hébergement,médicaliser,permettre,établissement,pouvoir,rédiger,prévoir,financement,1
identifier,dispositif,médical,mise,social,sécurité,vise,faire,1
hébergement,temporaire,soin,dépense,social,santé,faire,public,1
hôpital,financier,reprise,dette,pouvoir,santé,devoir,supprimer,1
hôpital,pourcent,activité,psychiatrique,santé,faire,charge,année,1
hôpital,proximité,naissance,maison,public,insérer,soin,établissement,1
hôpital,reprise,contrat,substituer,social,santé,devoir,public,1
hôpital,supprimer,suppression,gestion,social,sécurité,vise,degré,1
fonds,produit,phytopharmaceutique,pathologie,social,charge,financement,compléter,1
fonds,produit,phytopharmaceutique,indemnisation,vise,permettre,public,insérer,1
médecin,zone,fixer,sécurité,devoir,vise,rédiger,dispositif,1
femme,sage,ivg,expérimentation,public,insérer,rédiger,financement,1
famille,jour,supprimer,nouveau,social,sécurité,devoir,supprimer,1
famille,parent,entreprise,ij,pouvoir,devoir,supprimer,prévoir,1
famille,prestation,france,social,pouvoir,devoir,vise,supprimer,1
famille,prestation,social,pouvoir,devoir,faire,public,insérer,1
famille,supprimer,modulation,indemnité,pouvoir,supprimer,nouveau,mettre,1
famille,sécurité,social,bilan,pouvoir,devoir,rédiger,compléter,1
fauteuil,charge,pouvoir,consigne,faire,supprimer,état,proposer,1
femme,arrêt,sage,travail,vise,permettre,faire,insérer,1
femme,arrêt,sage,travail,vise,permettre,faire,supprimer,1
femme,arrêt,travail,sage,santé,permettre,supprimer,charge,1
femme,dédier,prise,charge,social,sécurité,santé,vise,1
femme,grossesse,entretien,médecin,compléter,besoin,réaliser,important,1
femme,naissance,maison,pourcent,pouvoir,prévoir,charge,compléter,1
femme,sage,grossesse,arrêt,social,sécurité,santé,vise,1
femme,sage,grossesse,pouvoir,social,sécurité,vise,supprimer,1
famille,familial,prestation,supprimer,devoir,charge,nouveau,condition,1
famille,familial,prestation,nouveau,insérer,prévoir,charge,degré,1
famille,familial,prestation,million,social,sécurité,devoir,vise,1
familial,allocation,prestation,famille,social,insérer,degré,année,1
expérimentation,santé,instrumental,sage,sécurité,vise,supprimer,public,1
facteur,garantie,pluriannuel,financement,devoir,vise,insérer,maladie,1
facturation,direct,fides,acte,social,sécurité,santé,vise,1
facturation,fides,financement,sécurité,pouvoir,santé,rédiger,degré,1
faire,assister,convier,possibilité,compléter,droit,général,part,1
faire,dispositif,père,don,vise,permettre,public,compléter,1
familial,handicap,prestation,branche,pouvoir,devoir,faire,prévoir,1
famille,familial,prestation,million,insérer,prévoir,charge,degré,1
familial,prestation,insérer,degré,insérer,degré,pourcent,taux,1
famille,acceptable,professionnel,travail,sécurité,vise,faire,droit,1
famille,enfant,cas,proposer,pouvoir,permettre,insérer,maladie,1
famille,ensemble,bénéficier,paterniter,vise,faire,insérer,droit,1
famille,familial,prestation,inflation,social,devoir,vise,supprimer,1
famille,familial,prestation,million,devoir,insérer,charge,degré,1
femme,sage,ivg,expérimentation,public,financement,nouveau,conséquence,1
femme,sage,santé,expérimentation,sécurité,financement,soin,an,1
fonds,pesticide,indemnisation,collège,vise,rédiger,état,cas,1
femme,sage,santé,expérimentation,sécurité,public,insérer,rédiger,1
financement,santé,état,public,vise,faire,maladie,national,1
financement,service,aide,autonomie,vise,national,an,dernier,1
financement,état,avancement,dispositif,social,sécurité,santé,soin,1
financier,rédiger,fin,charge,rédiger,charge,fin,financier,1
fixer,dispositif,fois,budget,financement,compléter,droit,proposer,1
fixer,décret,jour,minimal,pouvoir,prévoir,activité,professionnel,1
fixer,décret,organisme,complémentaire,pouvoir,santé,insérer,prévoir,1
fixer,décret,pourcent,organisme,pouvoir,santé,rédiger,prévoir,1
fixer,traçabilité,utilisation,substituer,santé,vise,faire,financement,1
fixé,employeur,cas,salarié,sécurité,pouvoir,vise,permettre,1
fonction,public,complément,traitement,social,santé,devoir,insérer,1
fonction,public,numéro,territorial,pouvoir,compléter,disposition,décret,1
fond,cmu,valoriser,action,social,sécurité,pouvoir,santé,1
fonds,indemnisation,collège,expert,pouvoir,vise,permettre,insérer,1
fonds,indemnisation,collège,expert,vise,rédiger,objectif,bénéficier,1
financement,santé,établissement,modèle,social,sécurité,pouvoir,insérer,1
financement,mise,œuvre,nouveau,vise,permettre,public,compléter,1
financement,mise,œuvre,nouveau,santé,vise,permettre,public,1
fin,substituer,résulter,prévue,santé,public,titre,substituer,1
femme,santé,sage,expérimentation,public,insérer,rédiger,prévoir,1
femme,santé,sage,expérimentation,sécurité,public,insérer,rédiger,1
femme,social,santé,sécurité,pouvoir,supprimer,insérer,financement,1
feu,pension,sapeur,pompier,public,rédiger,charge,national,1
feu,sapeur,pompier,pourcent,social,sécurité,pouvoir,devoir,1
fin,date,substituer,décembre,social,sécurité,pouvoir,dispositif,1
fin,substituer,santé,public,santé,public,substituer,fin,1
financement,bilan,expérimentation,social,pouvoir,permettre,faire,année,1
fin,substituer,susmentionner,prévue,substituer,fin,rédactionnel,prévue,1
fin,supprimer,compter,janvier,supprimer,fin,compter,janvier,1
fin,supprimer,indication,considérer,supprimer,rédiger,degré,conséquence,1
fin,taux,pourcent,substituer,année,organisme,substituer,sanitaire,1
financement,activité,vigueur,compter,social,sécurité,santé,insérer,1
financement,année,activité,réforme,social,sécurité,santé,insérer,1
indicateur,santé,usage,patient,pouvoir,financement,maladie,nouveau,1
indication,charge,titre,rédiger,faire,national,conséquence,cas,1
indication,compléter,considérer,numéro,vise,permettre,compléter,national,1
montant,agricole,aspa,social,soin,national,ensemble,besoin,1
million,répartition,taux,devoir,permettre,public,droit,maladie,1
minimal,maximal,durée,substituer,condition,substituer,rédactionnel,durée,1
mise,degré,réserve,santé,public,rédiger,compléter,année,1
mise,degré,réserve,sécurité,devoir,vise,faire,rédiger,1
mise,demeure,recours,sécurité,pouvoir,insérer,rédiger,cas,1
mise,réserve,santé,soin,devoir,vise,faire,rédiger,1
mise,réserve,sécurité,social,devoir,vise,faire,rédiger,1
mise,santé,degré,réserve,devoir,public,rédiger,financement,1
mise,santé,réserve,sécurité,devoir,faire,rédiger,financement,1
mission,financement,dotation,intérêt,social,sécurité,pouvoir,santé,1
mission,rôle,maison,départemental,compléter,général,proposer,contribution,1
mois,grossesse,naissance,degré,social,sécurité,insérer,rédiger,1
mois,mars,droit,réserve,social,sécurité,pouvoir,maladie,1
mois,mars,social,droit,sécurité,pouvoir,maladie,national,1
mois,pouvoir,dernier,public,social,santé,vise,permettre,1
million,financement,social,service,santé,permettre,supprimer,public,1
million,falloir,pourcent,perte,santé,public,état,substituer,1
million,dépense,régime,solidarité,social,sécurité,santé,rédiger,1
maternité,engagement,materniter,prendre,social,santé,public,prévoir,1
maison,naissance,transfert,condition,devoir,faire,nouveau,cas,1
maladie,professionnel,reconnaissance,mois,permettre,faire,charge,état,1
maladie,professionnel,salarié,sécurité,pouvoir,insérer,rédiger,financement,1
mars,droit,réserve,prévoyance,social,sécurité,pouvoir,maladie,1
martinique,autonomie,collectivité,branche,devoir,public,prévoir,charge,1
maternité,accouchement,femme,médicaliser,supprimer,financement,assurer,risque,1
maternité,supprimer,territoire,soin,sécurité,faire,public,pourcent,1
million,département,épidémie,définir,prévoir,compléter,décret,déjà,1
maternité,transfert,condition,maison,vise,faire,supprimer,prendre,1
mayotte,compléter,ensemble,disposition,compléter,nouveau,proposer,disposition,1
mayotte,social,degré,sécurité,devoir,faire,dispositif,maladie,1
mdph,part,départemental,handicaper,vise,faire,rédiger,nouveau,1
million,branche,solidarité,caisse,santé,rédiger,charge,financement,1
million,branche,solidarité,caisse,social,sécurité,santé,rédiger,1
mois,réception,demande,indemnisation,devoir,vise,rédiger,fixer,1
montant,branche,tableau,ligne,social,sécurité,santé,permettre,1
indication,rédaction,charge,titre,faire,national,conséquence,cas,1
montant,budgétaire,tableau,conséquence,santé,vise,supprimer,national,1
montant,substituer,million,supprimer,supprimer,national,substituer,million,1
montant,tableau,budgétaire,ligne,santé,supprimer,national,proposer,1
montant,vote,parlement,objectif,rédiger,activité,fin,définir,1
moyen,dispositif,unifier,supprimer,supprimer,compléter,conséquence,dispositif,1
médecin,acte,pratiquer,traitant,santé,vise,charge,compléter,1
médecin,cas,désaccord,conseil,pouvoir,vise,rédiger,conséquence,1
médecin,insérer,libéral,rédactionnel,insérer,médecin,libéral,rédactionnel,1
médecin,retraite,zone,désertification,sécurité,pouvoir,santé,devoir,1
médecin,retraite,zone,social,sécurité,santé,devoir,vise,1
médecin,santé,expérimentation,zone,pouvoir,public,état,année,1
médecin,santé,libéral,zone,social,sécurité,pouvoir,devoir,1
médecin,santé,public,âge,vise,supprimer,année,organisme,1
médecin,social,retraite,exercice,pouvoir,santé,devoir,vise,1
médecin,social,zone,exercer,sécurité,santé,devoir,public,1
médecin,supprimer,paiement,enjeux,dispositif,assurer,concerner,cotisation,1
montant,substituer,million,conséquence,supprimer,national,conséquence,substituer,1
montant,substituer,contexte,taux,devoir,permettre,condition,substituer,1
montant,substituer,conséquence,régime,social,sécurité,santé,public,1
montant,ligne,second,colonne,santé,public,maladie,national,1
montant,colonne,ligne,tableau,social,sécurité,santé,permettre,1
montant,fixer,pénalité,pouvoir,vise,insérer,prévoir,dernier,1
montant,hôpital,lit,ligne,social,sécurité,devoir,permettre,1
montant,hôpital,progression,ligne,permettre,pourcent,année,mettre,1
montant,ligne,colonne,tableau,pouvoir,santé,devoir,soin,1
montant,ligne,second,colonne,pouvoir,prévoir,conséquence,médical,1
montant,lit,ligne,hôpital,santé,devoir,prévoir,financement,1
montant,santé,ligne,colonne,social,sécurité,maladie,national,1
montant,modifier,social,prévision,sécurité,général,nouveau,objectif,1
montant,ondam,besoin,ligne,santé,public,financement,maladie,1
montant,ondam,hôpital,lit,social,sécurité,devoir,permettre,1
montant,ondam,ligne,second,santé,public,financement,maladie,1
montant,ponction,million,substituer,santé,permettre,faire,prévoir,1
montant,prorata,facturer,établissement,vise,faire,rédiger,prévoir,1
maison,naissance,structure,parlement,sécurité,vise,permettre,faire,1
maison,naissance,santé,public,insérer,degré,proposer,établissement,1
maison,naissance,santé,groupement,pouvoir,permettre,insérer,soin,1
maison,naissance,pratiquent,tiers,social,sécurité,charge,compléter,1
intermédiation,cas,caisse,parent,social,devoir,permettre,faire,1
intervention,mode,prestataire,définir,vise,degré,organisme,perte,1
intérêt,création,supprimer,créer,social,sécurité,supprimer,financement,1
invalidité,pension,revenu,calcul,social,sécurité,permettre,insérer,1
investissement,médicament,prendre,prix,social,sécurité,pouvoir,vise,1
isolement,contention,juge,durée,santé,devoir,vise,public,1
isolement,liberté,décision,permettre,rédiger,dispositif,droit,nouveau,1
iv,bis,référence,insérer,insérer,degré,conséquence,substituer,1
iv,travail,cours,année,devoir,insérer,dispositif,cas,1
janvier,créer,mise,application,prévoir,substituer,décret,décembre,1
janvier,pourcent,compter,contribution,pouvoir,devoir,public,insérer,1
jeune,sénat,devoir,an,santé,public,insérer,condition,1
jour,arrivée,enfant,période,vise,prévoir,compléter,proposer,1
jour,carence,social,arrêt,vise,supprimer,financement,degré,1
jour,carence,suppression,public,pouvoir,vise,supprimer,prévoir,1
insérer,titre,consulter,montant,social,sécurité,santé,public,1
insérer,fin,santé,public,santé,public,insérer,fin,1
insérer,dépendre,activité,conséquence,sécurité,pouvoir,devoir,compléter,1
innovant,sécurité,social,exception,pouvoir,devoir,vise,permettre,1
indu,infirmier,libéral,ssiad,pouvoir,vise,permettre,faire,1
indépendant,impôt,travailleur,bénéficier,sécurité,insérer,prévoir,dispositif,1
infirmier,prescription,expérimentation,permettre,social,devoir,public,prévoir,1
information,mode,accueil,mettre,pouvoir,devoir,cas,objectif,1
informatique,modernisation,logiciel,dépense,rédiger,degré,mettre,établissement,1
innovant,exception,inscription,produit,pouvoir,vise,permettre,insérer,1
insérer,bis,livre,procédure,insérer,remplacer,bis,fiscal,1
insérer,degré,remplacer,rédactionnel,insérer,degré,remplacer,rédactionnel,1
insérer,bulletin,salaire,indiquer,insérer,condition,activité,cas,1
insérer,degré,abroger,coordination,insérer,degré,abroger,coordination,1
insérer,degré,abroger,rédactionnel,insérer,degré,abroger,rédactionnel,1
insérer,degré,bis,abroger,insérer,degré,bis,abroger,1
insérer,degré,bis,remplacer,insérer,degré,remplacer,bis,1
insérer,degré,bis,sécurité,social,sécurité,insérer,degré,1
jour,fixer,décret,ensemble,rédiger,proposer,cas,fin,1
jour,période,consécutif,calendaire,permettre,insérer,nouveau,conséquence,1
jour,période,consécutif,calendaire,permettre,insérer,nouveau,dernier,1
lpp,individuel,prévoir,inscrire,permettre,charge,financement,compléter,1
livret,taux,pourcent,aspa,public,dispositif,année,nouveau,1
logement,pourcent,aide,social,devoir,supprimer,financement,degré,1
logiciel,certification,éditeur,pouvoir,devoir,permettre,public,rédiger,1
logiciel,informatique,santé,public,prévoir,financement,compléter,année,1
logiciel,établissement,santé,informatique,devoir,insérer,prévoir,financement,1
logique,public,supprimer,poursuivre,social,sécurité,santé,faire,1
lpp,individuel,prévoir,inscrire,social,sécurité,permettre,insérer,1
liste,dispositif,médical,annuel,social,sécurité,permettre,rédiger,1
lutter,contre,fraude,prestation,devoir,permettre,supprimer,objectif,1
mainlevée,ordonne,pouvoir,hospitalisation,santé,public,insérer,soin,1
maison,naissance,associer,sage,permettre,rédiger,degré,or,1
maison,naissance,associer,sage,permettre,rédiger,degré,professionnel,1
maison,naissance,groupement,exercice,permettre,public,prendre,professionnel,1
maison,naissance,offre,besoin,pouvoir,compléter,nouveau,assurer,1
lit,hôpital,faire,nombre,devoir,public,charge,état,1
