,Mot Nº1,Mot Nº2,Mot Nº3,Mot Nº4,Mot Nº5,Mot Nº6,Mot Nº7,Mot Nº8,Mot Nº9,Mot Nº10
AMANR5L15PO717460B3397P0D1N002094,"('chlordécone', 6)","('exposition', 3)","('agriculteur', 3)","('martinique', 2)","('cadre', 2)","('attention', 2)","('particulier', 2)","('travailleur', 2)","('agricole', 2)","('permettre', 2)"
AMANR5L15PO717460B3397P0D1N002095,"('prix', 6)","('médicament', 5)","('public', 5)","('développement', 4)","('prendre', 4)","('recherche', 3)","('état', 3)","('bis', 2)","('entreprise', 2)","('mettre', 2)"
AMANR5L15PO717460B3397P0D1N002096,"('prix', 6)","('médicament', 6)","('degré', 5)","('amélioration', 5)","('service', 5)","('médical', 5)","('niveau', 4)","('bout', 4)","('an', 4)","('révision', 4)"
AMANR5L15PO717460B3397P0D1N002097,"('prix', 2)","('an', 2)","('fixer', 2)","('début', 1)","('article', 1)","('code', 1)","('sécurité', 1)","('social', 1)","('rédiger', 1)","('vente', 1)"
AMANR5L15PO717460B3397P0D1N002098,"('substituer', 1)","('second', 1)","('occurrence', 1)",,,,,,,
AMANR5L15PO717460B3397P0D1N002099,"('réaliser', 2)","('substituer', 1)","('sein', 1)",,,,,,,
AMANR5L15PO717460B3397P0D1N002100,"('expérimentation', 2)","('prévoir', 2)","('substituer', 1)","('relève', 1)","('dispositif', 1)","('participe', 1)",,,,
AMANR5L15PO717460B3397P0D1N002101,"('domicile', 6)","('soin', 5)","('réaliser', 5)","('hospitalisation', 5)","('hôpital', 4)","('patient', 4)","('chimiothérapie', 4)","('externalisation', 3)","('jour', 3)","('hospitalier', 3)"
AMANR5L15PO717460B3397P0D1N002103,"('prix', 6)","('révision', 3)","('produit', 3)","('soumettre', 2)","('garantie', 2)","('européen', 2)","('article', 1)","('code', 1)","('sécurité', 1)","('social', 1)"
AMANR5L15PO717460B3397P0D1N002104,"('substituer', 1)","('pouvoir', 1)","('autoriser', 1)","('mettre', 1)","('œuvre', 1)",,,,,
AMANR5L15PO717460B3397P0D1N002105,"('dette', 8)","('vi', 4)","('plan', 4)","('article', 3)","('activité', 3)","('saint', 3)","('entreprise', 3)","('travailleur', 2)","('indépendant', 2)","('pouvoir', 2)"
AMANR5L15PO717460B3397P0D1N002107,"('plan', 9)","('cotisant', 8)","('dette', 8)","('délai', 7)","('apurement', 6)","('social', 6)","('proposition', 5)","('sécurité', 5)","('organisme', 4)","('contester', 3)"
AMANR5L15PO717460B3397P0D1N002109,"('établissement', 7)","('article', 5)","('domicile', 5)","('qualité', 5)","('autodialyse', 4)","('indicateur', 4)","('patient', 4)","('dialyse', 3)","('résultat', 3)","('soin', 3)"
AMANR5L15PO717460B3397P0D1N002111,"('dialyse', 6)","('qualité', 6)","('acte', 5)","('caqe', 4)","('établissement', 4)","('article', 3)","('activité', 3)","('développement', 3)","('soin', 3)","('pouvoir', 3)"
AMANR5L15PO717460B3397P0D1N002113,"('santé', 3)","('vaccinal', 3)","('vaccination', 2)","('téléconsultation', 2)","('professionnel', 2)","('patient', 2)","('bilan', 2)","('jour', 2)","('compléter', 1)","('article', 1)"
AMANR5L15PO717460B3397P0D1N002116,"('médicament', 11)","('santé', 6)","('mois', 5)","('pénurie', 4)","('traitement', 4)","('public', 3)","('majeur', 3)","('limite', 3)","('pouvoir', 3)","('couverture', 3)"
AMANR5L15PO717460B3397P0D1N002117,"('référentiel', 3)","('certification', 3)","('ensemble', 3)","('pratique', 2)","('santé', 2)","('dispositif', 2)","('contrôle', 2)","('pouvoir', 2)","('fin', 1)","('substituer', 1)"
AMANR5L15PO717460B3397P0D1N002118,"('complémentaire', 6)","('droit', 5)","('bénéficiaire', 4)","('aah', 4)","('santé', 4)","('allocation', 2)","('couvertur', 2)","('solidaire', 2)","('asi', 2)","('automatique', 2)"
AMANR5L15PO717460B3397P0D1N002119,"('médicament', 11)","('santé', 6)","('mois', 5)","('pénurie', 4)","('traitement', 4)","('public', 3)","('majeur', 3)","('limite', 3)","('pouvoir', 3)","('couverture', 3)"
AMANR5L15PO717460B3397P0D1N002122,"('transport', 7)","('soin', 7)","('sanitaire', 6)","('bariatrique', 4)","('parlement', 3)","('tarification', 3)","('cadre', 3)","('devoir', 3)","('accès', 3)","('obésité', 3)"
AMANR5L15PO717460B3397P0D1N002123,"('référence', 3)","('substituer', 1)","('erreur', 1)",,,,,,,
AMANR5L15PO717460B3397P0D1N002124,"('substituer', 1)","('prévue', 1)","('prévoir', 1)","('rédactionnel', 1)",,,,,,
AMANR5L15PO717460B3397P0D1N002125,"('article', 3)","('charge', 3)","('obligatoire', 3)","('assuré', 3)","('cas', 3)","('ivg', 3)","('pratique', 3)","('code', 2)","('tiers', 2)","('payer', 2)"
AMANR5L15PO717460B3397P0D1N002127,"('degré', 9)","('bière', 7)","('pourcent', 6)","('vol', 6)","('alcoométrique', 4)","('euro', 2)","('titre', 2)","('comprendre', 2)","('très', 2)","('taxer', 2)"
AMANR5L15PO717460B3397P0D1N002132,"('victime', 13)","('violence', 11)","('article', 8)","('charge', 7)","('expérimentation', 7)","('code', 6)","('enfant', 6)","('sexuel', 6)","('social', 6)","('numéro', 6)"
AMANR5L15PO717460B3397P0D1N002133,"('suivi', 4)","('représentant', 3)","('social', 3)","('acteur', 3)","('conseil', 3)","('surveillance', 3)","('sanitaire', 2)","('assurance', 2)","('maladie', 2)","('complémentaire', 2)"
AMANR5L15PO717460B3397P0D1N002140,"('objectif', 3)","('pluriannuel', 2)","('médicament', 2)","('dispositif', 2)","('médical', 2)","('ministre', 2)","('charge', 2)","('insérer', 1)","('compter', 1)","('inscrire', 1)"
AMANR5L15PO717460B3397P0D1N002141,"('médicament', 3)","('dispositif', 3)","('dépense', 2)","('médical', 2)","('sécurité', 2)","('social', 2)","('pouvoir', 2)","('programmation', 2)","('pluriannuel', 2)","('ministre', 2)"
AMANR5L15PO717460B3397P0D1N002144,"('mois', 7)","('grossesse', 6)","('naissance', 5)","('degré', 4)","('verser', 4)","('prime', 4)","('date', 4)","('fixé', 4)","('décret', 4)","('dernier', 3)"
AMANR5L15PO717460B3397P0D1N002148,"('revalorisation', 5)","('personnel', 4)","('public', 3)","('soignant', 3)","('faire', 2)","('fonction', 2)","('article', 2)","('carrière', 2)","('métier', 2)","('social', 2)"
AMANR5L15PO717460B3397P0D1N002149,"('soutien', 7)","('part', 5)","('apporter', 4)","('handicaper', 4)","('âgé', 4)","('autonomie', 4)","('nécessaire', 3)","('branche', 2)","('politique', 2)","('public', 2)"
AMANR5L15PO717460B3397P0D1N002154,"('soin', 8)","('établissement', 7)","('santé', 5)","('priver', 5)","('offre', 5)","('territoire', 5)","('social', 4)","('réunion', 4)","('métropole', 4)","('pourcent', 4)"
AMANR5L15PO717460B3397P0D1N002156,"('médicament', 5)","('innovant', 4)","('santé', 2)","('nouveau', 2)","('reconnaître', 2)","('terme', 2)","('usage', 2)","('rédiger', 1)","('degré', 1)","('évaluer', 1)"
AMANR5L15PO717460B3397P0D1N002157,"('article', 4)","('code', 3)","('assurance', 3)","('acteur', 3)","('mentionner', 2)","('sécurité', 2)","('social', 2)","('mutualiste', 2)","('contribution', 2)","('privé', 2)"
AMANR5L15PO717460B3397P0D1N002160,"('durée', 8)","('paternité', 5)","('enfant', 5)","('homme', 5)","('obligatoire', 4)","('materniter', 4)","('femme', 4)","('intérêt', 3)","('étendre', 3)","('pouvoir', 3)"
AMANR5L15PO717460B3397P0D1N002163,"('victime', 3)","('article', 2)","('militaire', 2)","('invalidité', 2)","('guerre', 2)","('cas', 2)","('demander', 2)","('compléter', 1)","('dernier', 1)","('code', 1)"
AMANR5L15PO717460B3397P0D1N002164,"('revenu', 10)","('social', 9)","('taux', 9)","('article', 7)","('prélèvement', 7)","('degré', 6)","('mentionner', 6)","('plan', 6)","('code', 5)","('date', 5)"
AMANR5L15PO717460B3397P0D1N002166,"('social', 7)","('euro', 5)","('an', 4)","('sécurité', 3)","('dispositif', 3)","('emploi', 3)","('article', 2)","('cice', 2)","('charge', 2)","('très', 2)"
AMANR5L15PO717460B3397P0D1N002167,"('article', 4)","('code', 3)","('sécurité', 3)","('social', 3)","('degré', 2)","('abroger', 2)","('devoir', 2)","('conseil', 2)","('compléter', 1)","('iv', 1)"
AMANR5L15PO717460B3397P0D1N002169,"('social', 8)","('agricole', 6)","('caisse', 5)","('mutualité', 5)","('cotisation', 4)","('central', 4)","('article', 4)","('contribution', 3)","('aide', 3)","('paiement', 3)"
AMANR5L15PO717460B3397P0D1N002174,"('substituer', 1)","('précision', 1)",,,,,,,,
AMANR5L15PO717460B3397P0D1N002176,"('degré', 3)","('article', 2)","('social', 2)","('condamnation', 2)","('pénal', 2)","('définitivement', 2)","('droit', 2)","('prestation', 2)","('exception', 2)","('faire', 2)"
AMANR5L15PO717460B3397P0D1N002177,"('médicament', 5)","('innovant', 4)","('nouveau', 2)","('reconnaître', 2)","('terme', 2)","('usage', 2)","('rédiger', 1)","('degré', 1)","('évaluer', 1)","('regard', 1)"
AMANR5L15PO717460B3397P0D1N002178,"('cep', 8)","('entreprise', 6)","('baisse', 5)","('prix', 5)","('contribution', 4)","('fonction', 4)","('conventionnel', 4)","('article', 3)","('abattemer', 3)","('vise', 3)"
AMANR5L15PO717460B3397P0D1N002179,"('accès', 11)","('médicament', 4)","('patient', 4)","('dispositif', 4)","('impact', 3)","('refonte', 3)","('précoce', 3)","('remettre', 2)","('parlement', 2)","('an', 2)"
AMANR5L15PO717460B3397P0D1N002181,"('accueil', 4)","('enfant', 4)","('paternité', 3)","('parentalité', 3)","('conjoint', 2)","('mère', 2)","('nom', 2)","('pouvoir', 2)","('insérer', 1)","('bis', 1)"
AMANR5L15PO717460B3397P0D1N002182,"('prime', 5)","('professionnel', 3)","('département', 3)","('pouvoir', 3)","('devoir', 3)","('article', 2)","('mois', 2)","('promulgation', 2)","('parlement', 2)","('versement', 2)"
AMANR5L15PO717460B3397P0D1N002183,"('accès', 3)","('permanence', 2)","('territorial', 2)","('droit', 2)","('assurer', 2)","('service', 2)","('compléter', 1)","('contribuer', 1)","('vise', 1)","('conforter', 1)"
AMANR5L15PO717460B3397P0D1N002184,"('social', 6)","('complémentaire', 4)","('santé', 4)","('assuré', 3)","('disposer', 2)","('orienter', 2)","('précaire', 2)","('devoir', 2)","('législateur', 2)","('bénéficier', 2)"
AMANR5L15PO717460B3397P0D1N002188,"('article', 4)","('établissement', 4)","('santé', 3)","('parlement', 2)","('public', 2)","('dispositif', 2)","('compléter', 1)","('mois', 1)","('promulgation', 1)","('remettre', 1)"
AMANR5L15PO717460B3397P0D1N002190,"('expérimentation', 3)","('patient', 3)","('dispositif', 3)","('cahier', 2)","('charge', 2)","('modalité', 2)","('décret', 2)","('prendre', 2)","('conseil', 2)","('hébergement', 2)"
AMANR5L15PO717460B3397P0D1N002192,"('social', 3)","('préconisation', 2)","('autonomie', 2)","('financement', 2)","('dépendance', 2)","('aide', 2)","('domicile', 2)","('âge', 2)","('article', 1)","('code', 1)"
AMANR5L15PO717460B3397P0D1N002193,"('article', 10)","('code', 9)","('mentionner', 6)","('travail', 4)","('santé', 4)","('expérimentation', 4)","('public', 3)","('général', 3)","('collectivité', 3)","('territorial', 3)"
AMANR5L15PO717460B3397P0D1N002194,"('année', 2)","('pouvoir', 2)","('contribution', 2)","('substituer', 1)","('conséquence', 1)","('fixer', 1)","('insérer', 1)","('décret', 1)","('conseil', 1)","('état', 1)"
AMANR5L15PO717460B3397P0D1N002195,"('social', 8)","('exonération', 5)","('sécurité', 4)","('pouvoir', 4)","('gain', 4)","('article', 3)","('reprendre', 3)","('salarié', 3)","('nombre', 2)","('député', 2)"
AMANR5L15PO717460B3397P0D1N002196,"('accueil', 6)","('enfant', 4)","('paternité', 3)","('jeune', 2)","('conjoint', 2)","('mère', 2)","('nom', 2)","('pouvoir', 2)","('insérer', 1)","('bis', 1)"
AMANR5L15PO717460B3397P0D1N002198,"('montant', 8)","('ligne', 5)","('colonne', 4)","('tableau', 4)","('substituer', 4)","('conséquence', 3)","('personnel', 3)","('second', 2)","('élargir', 2)","('complément', 2)"
AMANR5L15PO717460B3397P0D1N002199,"('psychologue', 5)","('montant', 4)","('revalorisation', 4)","('carrière', 3)","('hospitalier', 3)","('santé', 3)","('ligne', 2)","('colonne', 2)","('tableau', 2)","('substituer', 2)"
AMANR5L15PO717460B3397P0D1N002204,"('année', 4)","('cours', 3)","('entreprise', 3)","('article', 2)","('montant', 2)","('juillet', 2)","('clause', 2)","('compléter', 1)","('rédiger', 1)","('rembourser', 1)"
AMANR5L15PO717460B3397P0D1N002205,"('arrêt', 5)","('travail', 5)","('nombre', 4)","('motif', 4)","('femme', 4)","('prescrire', 3)","('sage', 3)","('application', 2)","('article', 2)","('financement', 2)"
AMANR5L15PO717460B3397P0D1N002207,"('transfert', 8)","('maternité', 8)","('maison', 7)","('naissance', 7)","('condition', 6)","('pouvoir', 5)","('soin', 3)","('contiguïté', 3)","('objectif', 3)","('ailleurs', 3)"
AMANR5L15PO717460B3397P0D1N002209,"('substituer', 1)","('tax', 1)","('taxe', 1)","('mentionner', 1)","('degré', 1)","('rédactionnel', 1)",,,,
AMANR5L15PO717460B3397P0D1N002210,"('supprimer', 1)","('rédactionnel', 1)",,,,,,,,
AMANR5L15PO717460B3397P0D1N002214,"('degré', 4)","('charge', 3)","('article', 2)","('urgence', 2)","('forfait', 2)","('unique', 2)","('créer', 2)","('bénéficiaire', 2)","('ald', 2)","('supprimer', 1)"
AMANR5L15PO717460B3397P0D1N002216,"('santé', 9)","('objectif', 4)","('représentant', 3)","('ville', 3)","('assurance', 3)","('maladie', 3)","('cadre', 3)","('ondam', 3)","('proposer', 3)","('discussion', 3)"
AMANR5L15PO717460B3397P0D1N002219,"('article', 2)","('référence', 2)","('compléter', 1)","('rédiger', 1)","('degré', 1)","('iv', 1)","('remplacer', 1)","('v', 1)","('rédactionnel', 1)",
AMANR5L15PO717460B3397P0D1N002221,"('médicament', 9)","('mois', 5)","('santé', 3)","('majeur', 3)","('limite', 3)","('couverture', 3)","('besoin', 3)","('dernier', 3)","('patient', 3)","('traitement', 3)"
AMANR5L15PO717460B3397P0D1N002222,"('médecin', 3)","('acte', 2)","('pratiquer', 2)","('traitant', 2)","('limiter', 2)","('compléter', 1)","('article', 1)","('uniquement', 1)","('membre', 1)","('communauté', 1)"
AMANR5L15PO717460B3397P0D1N002227,"('père', 4)","('mère', 3)","('naissance', 3)","('foyer', 2)","('conjoint', 2)","('paternité', 2)","('substituer', 1)","('degré', 1)","('modifier', 1)","('fin', 1)"
AMANR5L15PO717460B3397P0D1N002229,"('salarié', 20)","('employeur', 13)","('jour', 13)","('naissance', 12)","('enfant', 12)","('paternité', 9)","('accouchement', 8)","('conséquence', 8)","('date', 7)","('délai', 7)"
AMANR5L15PO717460B3397P0D1N002230,"('pourcent', 6)","('santé', 5)","('vaccinal', 5)","('patient', 3)","('vaccin', 3)","('médecin', 3)","('nombre', 3)","('téléconsultation', 2)","('professionnel', 2)","('bilan', 2)"
AMANR5L15PO717460B3397P0D1N002231,"('agricole', 20)","('social', 15)","('contrôle', 13)","('sécurité', 9)","('caisse', 9)","('agent', 9)","('charger', 7)","('application', 7)","('législation', 7)","('régime', 6)"
AMANR5L15PO717460B3397P0D1N002232,"('cinéma', 12)","('activité', 6)","('dispositif', 5)","('renforcer', 5)","('social', 4)","('télévision', 4)","('radiodiffusion', 4)","('lodeom', 4)","('sanitaire', 4)","('média', 4)"
AMANR5L15PO717460B3397P0D1N002233,"('devoir', 4)","('entreprise', 4)","('btp', 4)","('pourcent', 4)","('activité', 4)","('article', 3)","('travail', 3)","('social', 3)","('année', 3)","('exonération', 2)"
AMANR5L15PO717460B3397P0D1N002234,"('social', 6)","('exonération', 6)","('btp', 6)","('activité', 6)","('article', 4)","('travail', 4)","('public', 4)","('entreprise', 4)","('crise', 4)","('pourcent', 4)"
AMANR5L15PO717460B3397P0D1N002235,"('eti', 8)","('entreprise', 7)","('taille', 5)","('social', 4)","('territoire', 4)","('pouvoir', 4)","('concurrence', 3)","('permettre', 3)","('intermédiaire', 3)","('économie', 3)"
AMANR5L15PO717460B3397P0D1N002236,"('aérien', 9)","('social', 6)","('exonération', 5)","('compagnie', 5)","('degré', 4)","('entreprise', 4)","('régime', 4)","('compétitivité', 4)","('article', 3)","('barème', 3)"
AMANR5L15PO717460B3397P0D1N002238,"('territoire', 5)","('santé', 3)","('fonds', 2)","('rappeler', 2)","('ultramarin', 2)","('insérer', 1)","('ajouté', 1)","('rédiger', 1)","('veille', 1)","('répartition', 1)"
AMANR5L15PO717460B3397P0D1N002239,"('bénéficiaire', 2)","('fin', 1)","('supprimer', 1)","('survenue', 1)","('foyer', 1)","('cohérence', 1)","('alignement', 1)","('champ', 1)","('naissance', 1)","('paternité', 1)"
AMANR5L15PO717460B3397P0D1N002240,"('fonctionnement', 5)","('dépense', 4)","('dette', 4)","('hôpital', 4)","('investissement', 3)","('reprise', 2)","('établissement', 2)","('hospitalier', 2)","('lier', 2)","('contracter', 2)"
AMANR5L15PO717460B3397P0D1N002241,"('fonctionnement', 5)","('établissement', 4)","('dépense', 4)","('dette', 4)","('hôpital', 4)","('hospitalier', 3)","('investissement', 3)","('emprunt', 2)","('organisme', 2)","('auprès', 2)"
AMANR5L15PO717460B3397P0D1N002242,"('établissement', 12)","('santé', 9)","('financement', 8)","('mettre', 6)","('géographique', 5)","('ultramarin', 5)","('surcoût', 5)","('coefficient', 5)","('expérimentation', 4)","('adapter', 4)"
AMANR5L15PO717460B3397P0D1N002245,"('maison', 5)","('naissance', 5)","('établissement', 5)","('santé', 4)","('transfert', 4)","('cadre', 3)","('assouplir', 2)","('contiguïté', 2)","('permettre', 2)","('largement', 2)"
AMANR5L15PO717460B3397P0D1N002247,"('maison', 11)","('naissance', 10)","('sage', 8)","('femme', 8)","('gestion', 5)","('médical', 5)","('suivi', 5)","('besoin', 4)","('maternité', 4)","('conserver', 3)"
AMANR5L15PO717460B3397P0D1N002248,"('maison', 6)","('naissance', 6)","('santé', 3)","('groupement', 3)","('femme', 3)","('personnalité', 2)","('juridique', 2)","('public', 2)","('forme', 2)","('intérêt', 2)"
AMANR5L15PO717460B3397P0D1N002249,"('sage', 9)","('femme', 9)","('article', 8)","('devoir', 6)","('santé', 5)","('code', 5)","('professionnel', 4)","('applicable', 3)","('recommandation', 3)","('soin', 3)"
AMANR5L15PO717460B3397P0D1N002250,"('rédiger', 1)","('début', 1)","('article', 1)","('code', 1)","('rural', 1)","('pêche', 1)","('maritime', 1)","('rédaction', 1)","('résulter', 1)","('applicable', 1)"
AMANR5L15PO717460B3397P0D1N002251,"('date', 2)","('mars', 2)","('tard', 2)","('décembre', 2)","('reporter', 2)","('discussion', 2)","('substituer', 1)","('lest', 1)","('mots', 1)","('objectif', 1)"
AMANR5L15PO717460B3397P0D1N002253,"('supprimer', 3)","('conséquence', 3)","('charge', 3)","('début', 2)","('indication', 2)","('prise', 2)","('prendre', 2)","('base', 2)","('forfaitaire', 2)","('actuel', 2)"
AMANR5L15PO717460B3397P0D1N002255,"('autorisation', 4)","('accès', 3)","('entreprise', 2)","('médicament', 2)","('protocole', 2)","('suivi', 2)","('accorder', 2)","('titre', 2)","('précoce', 2)","('compassionnel', 2)"
AMANR5L15PO717460B3397P0D1N002256,"('organisme', 6)","('contribution', 5)","('régime', 5)","('branche', 5)","('collectif', 4)","('article', 3)","('complémentaire', 3)","('devoir', 3)","('financer', 2)","('fonds', 2)"
AMANR5L15PO717460B3397P0D1N002260,"('degré', 4)","('article', 2)","('supprimer', 1)","('conséquence', 1)","('référence', 1)","('rédiger', 1)","('fin', 1)","('dernier', 1)","('vise', 1)","('exonérer', 1)"
